run_id,policy_size,policy,exitCode,execTime,gasCost,gasPrice,etherCost,gasLimit,timestamp
37,1,atributo0057,0,821,625463,32203857762,1.9421989893957225e-05,124743880,1606258567431
38,1,atributo0085,0,676,625463,32203857762,1.9421989893957225e-05,124743880,1606258573815
39,1,atributo0041,0,600,625463,32203857762,1.9421989893957225e-05,124743880,1606258579746
40,1,atributo0046,0,603,625463,32203857762,1.9421989893957225e-05,124743880,1606258585895
41,1,atributo0021,0,557,625463,32203857762,1.9421989893957225e-05,124743880,1606258592268
42,1,atributo0020,0,705,625463,32203857762,1.9421989893957225e-05,124743880,1606258598485
43,1,atributo0039,0,599,625463,32203857762,1.9421989893957225e-05,124743880,1606258605794
44,1,atributo0006,0,645,625463,32203857762,1.9421989893957225e-05,124743880,1606258612499
45,1,atributo0028,0,569,625463,32203857762,1.9421989893957225e-05,124743880,1606258618705
46,1,atributo0056,0,712,625463,32203857762,1.9421989893957225e-05,124743880,1606258624604
47,1,atributo0067,0,594,625463,32203857762,1.9421989893957225e-05,124743880,1606258631490
48,1,atributo0054,0,584,625463,32203857762,1.9421989893957225e-05,124743880,1606258637652
49,1,atributo0051,0,627,625463,32203857762,1.9421989893957225e-05,124743880,1606258644381
50,1,atributo0009,0,640,625463,32203857762,1.9421989893957225e-05,124743880,1606258650512
51,1,atributo0007,0,541,625463,32203857762,1.9421989893957225e-05,124743880,1606258657267
52,1,atributo0003,0,633,625463,32203857762,1.9421989893957225e-05,124743880,1606258663628
53,1,atributo0061,0,798,625463,32203857762,1.9421989893957225e-05,124743880,1606258670478
54,1,atributo0011,0,702,625463,32203857762,1.9421989893957225e-05,124743880,1606258677914
55,1,atributo0030,0,650,625463,32203857762,1.9421989893957225e-05,124743880,1606258684201
56,1,atributo0025,0,695,625463,32203857762,1.9421989893957225e-05,124743880,1606258692245
57,1,atributo0006,0,759,625463,32203857762,1.9421989893957225e-05,124743880,1606258698937
58,1,atributo0017,0,1383,625463,32203857762,1.9421989893957225e-05,124743880,1606258706356
59,1,atributo0060,0,680,625463,32203857762,1.9421989893957225e-05,124743880,1606258714270
60,1,atributo0087,0,693,625463,32203857762,1.9421989893957225e-05,124743880,1606258721270
61,1,atributo0044,0,632,625463,32203857762,1.9421989893957225e-05,124743880,1606258727897
62,1,atributo0052,0,1090,625463,32203857762,1.9421989893957225e-05,124743880,1606258734212
63,1,atributo0000,0,529,625463,32203857762,1.9421989893957225e-05,124743880,1606258740938
64,1,atributo0015,0,678,625463,32203857762,1.9421989893957225e-05,124743880,1606258747700
65,1,atributo0070,0,703,625463,32203857762,1.9421989893957225e-05,124743880,1606258754252
66,1,atributo0098,0,530,625463,32203857762,1.9421989893957225e-05,124743880,1606258762023
67,1,atributo0059,0,505,625463,32203857762,1.9421989893957225e-05,124743880,1606258769871
68,1,atributo0080,0,686,625463,32203857762,1.9421989893957225e-05,124743880,1606258777594
69,1,atributo0037,0,825,625463,32203857762,1.9421989893957225e-05,124743880,1606258784685
70,1,atributo0042,0,647,625463,32203857762,1.9421989893957225e-05,124743880,1606258791578
71,1,atributo0029,0,704,625463,32203857762,1.9421989893957225e-05,124743880,1606258798654
72,1,atributo0098,0,718,625463,32203857762,1.9421989893957225e-05,124743880,1606258805597
73,1,atributo0030,0,630,625463,32203857762,1.9421989893957225e-05,124743880,1606258811311
74,1,atributo0019,0,610,625463,32203857762,1.9421989893957225e-05,124743880,1606258818315
75,1,atributo0005,0,600,625463,32203857762,1.9421989893957225e-05,124743880,1606258824679
76,1,atributo0027,0,701,625463,32203857762,1.9421989893957225e-05,124743880,1606258831417
77,1,atributo0069,0,696,625463,32203857762,1.9421989893957225e-05,124743880,1606258839172
78,1,atributo0001,0,684,625463,32203857762,1.9421989893957225e-05,124743880,1606258846968
79,1,atributo0099,0,707,625463,32203857762,1.9421989893957225e-05,124743880,1606258854010
80,1,atributo0095,0,647,625463,32203857762,1.9421989893957225e-05,124743880,1606258860449
81,1,atributo0091,0,739,625463,32203857762,1.9421989893957225e-05,124743880,1606258868564
82,1,atributo0018,0,613,625463,32203857762,1.9421989893957225e-05,124743880,1606258876197
83,1,atributo0077,0,626,625463,32203857762,1.9421989893957225e-05,124743880,1606258883133
84,1,atributo0053,0,1278,625463,32203857762,1.9421989893957225e-05,124743880,1606258889876
85,1,atributo0014,0,862,625463,32203857762,1.9421989893957225e-05,124743880,1606258897112
86,1,atributo0097,0,597,625463,32203857762,1.9421989893957225e-05,124743880,1606258904607
87,1,atributo0052,0,677,625463,32203857762,1.9421989893957225e-05,124743880,1606258911112
88,1,atributo0096,0,1213,625463,32203857762,1.9421989893957225e-05,124743880,1606258917396
89,1,atributo0047,0,635,625463,32203857762,1.9421989893957225e-05,124743880,1606258924487
90,1,atributo0043,0,1130,625463,32203857762,1.9421989893957225e-05,124743880,1606258930865
91,1,atributo0085,0,641,625463,32203857762,1.9421989893957225e-05,124743880,1606258937891
92,1,atributo0061,0,601,625463,32203857762,1.9421989893957225e-05,124743880,1606258944352
93,1,atributo0089,0,678,625463,32203857762,1.9421989893957225e-05,124743880,1606258950726
94,1,atributo0084,0,694,625463,32203857762,1.9421989893957225e-05,124743880,1606258957786
95,1,atributo0005,0,712,625463,32203857762,1.9421989893957225e-05,124743880,1606258964913
96,1,atributo0086,0,719,625463,32203857762,1.9421989893957225e-05,124743880,1606258971187
97,1,atributo0092,0,610,625463,32203857762,1.9421989893957225e-05,124743880,1606258977761
98,1,atributo0045,0,826,625463,32203857762,1.9421989893957225e-05,124743880,1606258984746
99,1,atributo0025,0,677,625463,32203857762,1.9421989893957225e-05,124743880,1606258992112
100,2, or atributo0048 atributo0008,0,1483,934922,32203857762,2.9031366580658295e-05,124743880,1606258998528
101,2,and atributo0078 atributo0067,0,1907,934934,32203857762,2.9031739206822795e-05,124743880,1606259006344
102,2, or atributo0064 atributo0077,0,1369,934922,32203857762,2.9031366580658295e-05,124743880,1606259014431
103,2, or atributo0057 atributo0052,0,1566,934922,32203857762,2.9031366580658295e-05,124743880,1606259023640
104,2,and atributo0075 atributo0089,0,1149,934934,32203857762,2.9031739206822795e-05,124743880,1606259031785
105,2, or atributo0057 atributo0064,0,1306,934922,32203857762,2.9031366580658295e-05,124743880,1606259039437
106,2,and atributo0008 atributo0057,0,1130,934934,32203857762,2.9031739206822795e-05,124743880,1606259046794
107,2,and atributo0029 atributo0014,0,1661,934934,32203857762,2.9031739206822795e-05,124743880,1606259054470
108,2, or atributo0017 atributo0057,0,1303,934922,32203857762,2.9031366580658295e-05,124743880,1606259062871
109,2, or atributo0001 atributo0082,0,1328,934922,32203857762,2.9031366580658295e-05,124743880,1606259070601
110,2, or atributo0037 atributo0030,0,895,934922,32203857762,2.9031366580658295e-05,124743880,1606259077279
111,2,and atributo0084 atributo0083,0,1938,934934,32203857762,2.9031739206822795e-05,124743880,1606259084685
112,2,and atributo0046 atributo0028,0,1197,934934,32203857762,2.9031739206822795e-05,124743880,1606259092477
113,2,and atributo0059 atributo0081,0,1349,934934,32203857762,2.9031739206822795e-05,124743880,1606259100007
114,2, or atributo0066 atributo0093,0,1124,934922,32203857762,2.9031366580658295e-05,124743880,1606259107808
115,2, or atributo0019 atributo0080,0,1709,934922,32203857762,2.9031366580658295e-05,124743880,1606259115301
116,2, or atributo0096 atributo0043,0,1600,934922,32203857762,2.9031366580658295e-05,124743880,1606259123920
117,2, or atributo0092 atributo0006,0,1806,934922,32203857762,2.9031366580658295e-05,124743880,1606259131956
118,2, or atributo0080 atributo0005,0,1194,934922,32203857762,2.9031366580658295e-05,124743880,1606259140183
119,2, or atributo0066 atributo0092,0,1652,934922,32203857762,2.9031366580658295e-05,124743880,1606259147633
120,2, or atributo0037 atributo0037,0,1338,934922,32203857762,2.9031366580658295e-05,124743880,1606259155864
121,2, or atributo0013 atributo0012,0,1564,934922,32203857762,2.9031366580658295e-05,124743880,1606259163737
122,2,and atributo0022 atributo0006,0,1495,934934,32203857762,2.9031739206822795e-05,124743880,1606259171366
123,2, or atributo0051 atributo0057,0,1121,934922,32203857762,2.9031366580658295e-05,124743880,1606259179448
124,2,and atributo0081 atributo0025,0,1166,934934,32203857762,2.9031739206822795e-05,124743880,1606259187309
125,2, or atributo0005 atributo0050,0,1342,934922,32203857762,2.9031366580658295e-05,124743880,1606259195489
126,2,and atributo0014 atributo0088,0,1581,934934,32203857762,2.9031739206822795e-05,124743880,1606259203569
127,2, or atributo0012 atributo0009,0,1408,934922,32203857762,2.9031366580658295e-05,124743880,1606259211607
128,2, or atributo0019 atributo0067,0,1181,934922,32203857762,2.9031366580658295e-05,124743880,1606259219168
129,2,and atributo0044 atributo0006,0,1565,934934,32203857762,2.9031739206822795e-05,124743880,1606259227573
130,2, or atributo0008 atributo0071,0,1945,934922,32203857762,2.9031366580658295e-05,124743880,1606259236105
131,2,and atributo0010 atributo0036,0,1602,934934,32203857762,2.9031739206822795e-05,124743880,1606259244365
132,2,and atributo0052 atributo0069,0,1310,934934,32203857762,2.9031739206822795e-05,124743880,1606259252179
133,2, or atributo0072 atributo0061,0,1391,934922,32203857762,2.9031366580658295e-05,124743880,1606259259952
134,2, or atributo0038 atributo0028,0,1042,934922,32203857762,2.9031366580658295e-05,124743880,1606259268043
135,2, or atributo0010 atributo0030,0,1146,934922,32203857762,2.9031366580658295e-05,124743880,1606259276103
136,2,and atributo0044 atributo0055,0,1447,934934,32203857762,2.9031739206822795e-05,124743880,1606259284428
137,2, or atributo0075 atributo0037,0,1315,934922,32203857762,2.9031366580658295e-05,124743880,1606259292356
138,2,and atributo0024 atributo0046,0,1264,934934,32203857762,2.9031739206822795e-05,124743880,1606259300212
139,2, or atributo0095 atributo0072,0,1282,934922,32203857762,2.9031366580658295e-05,124743880,1606259308458
140,2, or atributo0006 atributo0090,0,1275,934922,32203857762,2.9031366580658295e-05,124743880,1606259315981
141,2, or atributo0072 atributo0078,0,1331,934922,32203857762,2.9031366580658295e-05,124743880,1606259324233
142,2,and atributo0081 atributo0067,0,1198,934934,32203857762,2.9031739206822795e-05,124743880,1606259331759
143,2,and atributo0075 atributo0002,0,1327,934934,32203857762,2.9031739206822795e-05,124743880,1606259339229
144,2,and atributo0012 atributo0069,0,1424,934934,32203857762,2.9031739206822795e-05,124743880,1606259348428
145,2,and atributo0057 atributo0068,0,1345,934934,32203857762,2.9031739206822795e-05,124743880,1606259356158
146,2, or atributo0045 atributo0030,0,1250,934922,32203857762,2.9031366580658295e-05,124743880,1606259363439
147,2, or atributo0096 atributo0054,0,1236,934922,32203857762,2.9031366580658295e-05,124743880,1606259370813
148,2, or atributo0035 atributo0046,0,1403,934922,32203857762,2.9031366580658295e-05,124743880,1606259379164
149,2,and atributo0035 atributo0083,0,1252,934934,32203857762,2.9031739206822795e-05,124743880,1606259386647
150,2,and atributo0066 atributo0066,0,1164,934934,32203857762,2.9031739206822795e-05,124743880,1606259394526
151,2,and atributo0075 atributo0098,0,1517,934934,32203857762,2.9031739206822795e-05,124743880,1606259403233
152,2, or atributo0034 atributo0097,0,1286,934922,32203857762,2.9031366580658295e-05,124743880,1606259411566
153,2, or atributo0068 atributo0010,0,1277,934922,32203857762,2.9031366580658295e-05,124743880,1606259419142
154,2, or atributo0073 atributo0006,0,1923,934922,32203857762,2.9031366580658295e-05,124743880,1606259426482
155,2,and atributo0095 atributo0012,0,1486,934934,32203857762,2.9031739206822795e-05,124743880,1606259434300
156,2, or atributo0025 atributo0044,0,1530,934922,32203857762,2.9031366580658295e-05,124743880,1606259442699
157,2, or atributo0000 atributo0070,0,1164,934922,32203857762,2.9031366580658295e-05,124743880,1606259450580
158,2,and atributo0099 atributo0097,0,1545,934934,32203857762,2.9031739206822795e-05,124743880,1606259458225
159,2,and atributo0016 atributo0078,0,1048,934934,32203857762,2.9031739206822795e-05,124743880,1606259466767
160,2,and atributo0037 atributo0098,0,1342,934934,32203857762,2.9031739206822795e-05,124743880,1606259475133
161,2, or atributo0097 atributo0035,0,1269,934922,32203857762,2.9031366580658295e-05,124743880,1606259482432
162,2,and atributo0088 atributo0040,0,1240,934934,32203857762,2.9031739206822795e-05,124743880,1606259490735
163,2, or atributo0062 atributo0015,0,1551,934922,32203857762,2.9031366580658295e-05,124743880,1606259498796
164,2,and atributo0012 atributo0077,0,1516,934934,32203857762,2.9031739206822795e-05,124743880,1606259506930
165,2, or atributo0058 atributo0033,0,1355,934922,32203857762,2.9031366580658295e-05,124743880,1606259514606
166,2,and atributo0002 atributo0038,0,1244,934934,32203857762,2.9031739206822795e-05,124743880,1606259522531
167,2, or atributo0000 atributo0019,0,1531,934922,32203857762,2.9031366580658295e-05,124743880,1606259530438
168,2, or atributo0017 atributo0004,0,1326,934922,32203857762,2.9031366580658295e-05,124743880,1606259538695
169,2, or atributo0050 atributo0025,0,1192,934922,32203857762,2.9031366580658295e-05,124743880,1606259546027
170,2, or atributo0052 atributo0059,0,1219,934922,32203857762,2.9031366580658295e-05,124743880,1606259554063
171,2, or atributo0043 atributo0007,0,1428,934922,32203857762,2.9031366580658295e-05,124743880,1606259561560
172,2, or atributo0038 atributo0004,0,1505,934922,32203857762,2.9031366580658295e-05,124743880,1606259569406
173,2,and atributo0013 atributo0004,0,1607,934934,32203857762,2.9031739206822795e-05,124743880,1606259577226
174,2, or atributo0061 atributo0024,0,1310,934922,32203857762,2.9031366580658295e-05,124743880,1606259585374
175,2,and atributo0025 atributo0057,0,1309,934934,32203857762,2.9031739206822795e-05,124743880,1606259592771
176,2, or atributo0064 atributo0076,0,1500,934922,32203857762,2.9031366580658295e-05,124743880,1606259600695
177,2,and atributo0010 atributo0053,0,1803,934934,32203857762,2.9031739206822795e-05,124743880,1606259608328
178,2,and atributo0094 atributo0047,0,1399,934934,32203857762,2.9031739206822795e-05,124743880,1606259617116
179,2,and atributo0065 atributo0011,0,1497,934934,32203857762,2.9031739206822795e-05,124743880,1606259625179
180,2, or atributo0042 atributo0071,0,1940,934922,32203857762,2.9031366580658295e-05,124743880,1606259632775
181,2, or atributo0075 atributo0083,0,1213,934922,32203857762,2.9031366580658295e-05,124743880,1606259640530
182,2,and atributo0070 atributo0004,0,1417,934934,32203857762,2.9031739206822795e-05,124743880,1606259648366
183,2,and atributo0063 atributo0052,0,1338,934934,32203857762,2.9031739206822795e-05,124743880,1606259656167
184,2, or atributo0094 atributo0017,0,1301,934922,32203857762,2.9031366580658295e-05,124743880,1606259663821
185,2,and atributo0084 atributo0005,0,1355,934934,32203857762,2.9031739206822795e-05,124743880,1606259671788
186,2, or atributo0041 atributo0045,0,1263,934922,32203857762,2.9031366580658295e-05,124743880,1606259679199
187,2,and atributo0078 atributo0067,0,1180,934934,32203857762,2.9031739206822795e-05,124743880,1606259686635
188,2, or atributo0009 atributo0024,0,1511,934922,32203857762,2.9031366580658295e-05,124743880,1606259694632
189,2,and atributo0017 atributo0020,0,1355,934934,32203857762,2.9031739206822795e-05,124743880,1606259702626
190,2, or atributo0014 atributo0044,0,1226,934922,32203857762,2.9031366580658295e-05,124743880,1606259710596
191,2,and atributo0019 atributo0049,0,1518,934934,32203857762,2.9031739206822795e-05,124743880,1606259718255
192,2, or atributo0012 atributo0092,0,1699,934922,32203857762,2.9031366580658295e-05,124743880,1606259726673
193,2, or atributo0050 atributo0088,0,1223,934922,32203857762,2.9031366580658295e-05,124743880,1606259735127
194,2,and atributo0049 atributo0089,0,1706,934934,32203857762,2.9031739206822795e-05,124743880,1606259742435
195,2,and atributo0038 atributo0065,0,1226,934934,32203857762,2.9031739206822795e-05,124743880,1606259750961
196,2, or atributo0088 atributo0040,0,1170,934922,32203857762,2.9031366580658295e-05,124743880,1606259758437
197,2,and atributo0077 atributo0061,0,1312,934934,32203857762,2.9031739206822795e-05,124743880,1606259766004
198,2,and atributo0093 atributo0073,0,1415,934934,32203857762,2.9031739206822795e-05,124743880,1606259774011
199,2,and atributo0041 atributo0083,0,1869,934934,32203857762,2.9031739206822795e-05,124743880,1606259782441
200,3,and atributo0003  or atributo0046 atributo0057,0,1715,1345265,32203857762,4.177341143232193e-05,124743880,1606259790488
201,3, or and atributo0084 atributo0038 atributo0082,0,2163,1345265,32203857762,4.177341143232193e-05,124743880,1606259800288
202,3, or atributo0041 and atributo0083 atributo0064,0,1984,1345265,32203857762,4.177341143232193e-05,124743880,1606259808991
203,3,and atributo0084  or atributo0052 atributo0067,0,2355,1345265,32203857762,4.177341143232193e-05,124743880,1606259817852
204,3, or atributo0096 and atributo0051 atributo0046,0,1757,1345265,32203857762,4.177341143232193e-05,124743880,1606259827572
205,3, or atributo0013 and atributo0093 atributo0025,0,1551,1345265,32203857762,4.177341143232193e-05,124743880,1606259836926
206,3, or and atributo0018 atributo0017 atributo0073,0,1862,1345265,32203857762,4.177341143232193e-05,124743880,1606259846072
207,3,and  or atributo0080 atributo0076 atributo0012,0,2402,1345265,32203857762,4.177341143232193e-05,124743880,1606259855479
208,3, or atributo0052 and atributo0072 atributo0003,0,1731,1345265,32203857762,4.177341143232193e-05,124743880,1606259864566
209,3,and atributo0086  or atributo0075 atributo0031,0,1617,1345265,32203857762,4.177341143232193e-05,124743880,1606259873371
210,3, or atributo0090  or atributo0067 atributo0055,0,1054,934922,32203857762,2.9031366580658295e-05,124743880,1606259883109
211,3, or atributo0018 and atributo0068 atributo0072,0,1749,1345265,32203857762,4.177341143232193e-05,124743880,1606259890665
212,3,and atributo0090 and atributo0008 atributo0026,0,1997,1345277,32203857762,4.1773784058486425e-05,124743880,1606259899081
213,3,and atributo0068  or atributo0060 atributo0003,0,1745,1345265,32203857762,4.177341143232193e-05,124743880,1606259908311
214,3, or atributo0085  or atributo0099 atributo0032,0,1313,934922,32203857762,2.9031366580658295e-05,124743880,1606259917500
215,3,and atributo0059 and atributo0031 atributo0032,0,2464,1345277,32203857762,4.1773784058486425e-05,124743880,1606259925378
216,3,and  or atributo0091 atributo0074 atributo0071,0,2265,1345265,32203857762,4.177341143232193e-05,124743880,1606259934770
217,3, or  or atributo0030 atributo0000 atributo0098,0,1269,934922,32203857762,2.9031366580658295e-05,124743880,1606259944490
218,3,and and atributo0033 atributo0003 atributo0042,0,1690,1345277,32203857762,4.1773784058486425e-05,124743880,1606259952204
219,3,and atributo0006  or atributo0075 atributo0070,0,1714,1345265,32203857762,4.177341143232193e-05,124743880,1606259960768
220,3, or atributo0030  or atributo0018 atributo0063,0,1115,934922,32203857762,2.9031366580658295e-05,124743880,1606259969597
221,3,and  or atributo0095 atributo0013 atributo0047,0,1732,1345265,32203857762,4.177341143232193e-05,124743880,1606259977514
222,3,and and atributo0029 atributo0033 atributo0084,0,1681,1345277,32203857762,4.1773784058486425e-05,124743880,1606259986625
223,3,and  or atributo0012 atributo0013 atributo0069,0,1718,1345265,32203857762,4.177341143232193e-05,124743880,1606259995907
224,3,and atributo0060 and atributo0084 atributo0020,0,1767,1345277,32203857762,4.1773784058486425e-05,124743880,1606260004547
225,3, or  or atributo0085 atributo0035 atributo0067,0,1133,934922,32203857762,2.9031366580658295e-05,124743880,1606260012958
226,3, or atributo0034  or atributo0017 atributo0044,0,1070,934922,32203857762,2.9031366580658295e-05,124743880,1606260021003
227,3,and atributo0020 and atributo0054 atributo0006,0,2052,1345277,32203857762,4.1773784058486425e-05,124743880,1606260028768
228,3, or and atributo0017 atributo0063 atributo0013,0,1608,1345265,32203857762,4.177341143232193e-05,124743880,1606260038262
229,3, or and atributo0084 atributo0080 atributo0014,0,1819,1345265,32203857762,4.177341143232193e-05,124743880,1606260047287
230,3, or atributo0082 and atributo0018 atributo0081,0,2300,1345265,32203857762,4.177341143232193e-05,124743880,1606260056541
231,3, or and atributo0053 atributo0073 atributo0054,0,1963,1345265,32203857762,4.177341143232193e-05,124743880,1606260065614
232,3,and and atributo0007 atributo0091 atributo0091,0,1715,1345277,32203857762,4.1773784058486425e-05,124743880,1606260074546
233,3,and and atributo0076 atributo0075 atributo0071,0,1775,1345277,32203857762,4.1773784058486425e-05,124743880,1606260083497
234,3, or atributo0074  or atributo0032 atributo0067,0,1070,934922,32203857762,2.9031366580658295e-05,124743880,1606260092760
235,3,and atributo0038 and atributo0010 atributo0099,0,1745,1345277,32203857762,4.1773784058486425e-05,124743880,1606260101349
236,3,and atributo0075 and atributo0006 atributo0064,0,1607,1345277,32203857762,4.1773784058486425e-05,124743880,1606260111126
237,3, or atributo0030 and atributo0082 atributo0009,0,2395,1345265,32203857762,4.177341143232193e-05,124743880,1606260120312
238,3,and atributo0093  or atributo0042 atributo0085,0,2377,1345265,32203857762,4.177341143232193e-05,124743880,1606260129585
239,3,and and atributo0020 atributo0036 atributo0062,0,2328,1345277,32203857762,4.1773784058486425e-05,124743880,1606260138905
240,3, or atributo0067  or atributo0076 atributo0054,0,1111,934922,32203857762,2.9031366580658295e-05,124743880,1606260148188
241,3, or and atributo0017 atributo0084 atributo0015,0,2137,1345265,32203857762,4.177341143232193e-05,124743880,1606260155679
242,3,and  or atributo0035 atributo0033 atributo0003,0,1572,1345265,32203857762,4.177341143232193e-05,124743880,1606260164901
243,3, or atributo0024  or atributo0081 atributo0044,0,1282,934922,32203857762,2.9031366580658295e-05,124743880,1606260174264
244,3, or and atributo0048 atributo0062 atributo0073,0,1805,1345265,32203857762,4.177341143232193e-05,124743880,1606260182447
245,3, or  or atributo0092 atributo0095 atributo0045,0,1132,934922,32203857762,2.9031366580658295e-05,124743880,1606260191712
246,3,and and atributo0085 atributo0028 atributo0066,0,2000,1345277,32203857762,4.1773784058486425e-05,124743880,1606260199837
247,3, or and atributo0002 atributo0029 atributo0060,0,1551,1345265,32203857762,4.177341143232193e-05,124743880,1606260208962
248,3,and atributo0007 and atributo0041 atributo0020,0,1916,1345277,32203857762,4.1773784058486425e-05,124743880,1606260218202
249,3,and atributo0028  or atributo0031 atributo0046,0,1684,1345265,32203857762,4.177341143232193e-05,124743880,1606260226938
250,3,and and atributo0013 atributo0029 atributo0019,0,1860,1345277,32203857762,4.1773784058486425e-05,124743880,1606260236385
251,3,and and atributo0073 atributo0052 atributo0077,0,1694,1345277,32203857762,4.1773784058486425e-05,124743880,1606260245724
252,3,and  or atributo0002 atributo0066 atributo0086,0,1827,1345265,32203857762,4.177341143232193e-05,124743880,1606260254655
253,3, or  or atributo0015 atributo0096 atributo0053,0,850,934922,32203857762,2.9031366580658295e-05,124743880,1606260264111
254,3,and atributo0029  or atributo0080 atributo0061,0,1943,1345265,32203857762,4.177341143232193e-05,124743880,1606260271923
255,3, or  or atributo0090 atributo0091 atributo0025,0,1141,934922,32203857762,2.9031366580658295e-05,124743880,1606260280771
256,3,and atributo0086  or atributo0028 atributo0037,0,1470,1345265,32203857762,4.177341143232193e-05,124743880,1606260288389
257,3, or  or atributo0058 atributo0092 atributo0076,0,1226,934922,32203857762,2.9031366580658295e-05,124743880,1606260296800
258,3,and  or atributo0082 atributo0062 atributo0084,0,1698,1345265,32203857762,4.177341143232193e-05,124743880,1606260304687
259,3, or  or atributo0079 atributo0020 atributo0008,0,1140,934922,32203857762,2.9031366580658295e-05,124743880,1606260312951
260,3,and atributo0026 and atributo0092 atributo0022,0,1782,1345277,32203857762,4.1773784058486425e-05,124743880,1606260321177
261,3, or atributo0045  or atributo0079 atributo0074,0,1439,934922,32203857762,2.9031366580658295e-05,124743880,1606260330161
262,3, or and atributo0086 atributo0080 atributo0069,0,1622,1345265,32203857762,4.177341143232193e-05,124743880,1606260338167
263,3,and and atributo0079 atributo0074 atributo0056,0,1968,1345277,32203857762,4.1773784058486425e-05,124743880,1606260346845
264,3, or atributo0078  or atributo0005 atributo0062,0,1191,934922,32203857762,2.9031366580658295e-05,124743880,1606260355769
265,3, or atributo0051  or atributo0048 atributo0015,0,1001,934922,32203857762,2.9031366580658295e-05,124743880,1606260362929
266,3, or atributo0060 and atributo0029 atributo0017,0,1620,1345265,32203857762,4.177341143232193e-05,124743880,1606260370506
267,3,and atributo0003 and atributo0005 atributo0073,0,2014,1345277,32203857762,4.1773784058486425e-05,124743880,1606260381237
268,3, or atributo0004 and atributo0028 atributo0082,0,1562,1345265,32203857762,4.177341143232193e-05,124743880,1606260390243
269,3, or atributo0021  or atributo0036 atributo0043,0,1044,934922,32203857762,2.9031366580658295e-05,124743880,1606260398920
270,3, or  or atributo0045 atributo0069 atributo0011,0,1041,934922,32203857762,2.9031366580658295e-05,124743880,1606260405865
271,3, or atributo0041 and atributo0051 atributo0066,0,2247,1345265,32203857762,4.177341143232193e-05,124743880,1606260413744
