run_id,policy_size,policy,len_c0,len_c1,len_c2,len_c3,len_c0_encoded,len_c1_encoded,len_c2_encoded,len_c3_encoded
89,1,É0JEGQ_1_C5ÁNWâdiDÃIQM,124,124,124,124,168,168,168,168
96,1,YYtmvssaaçxxbEUXÃÁÂkT,124,124,124,124,168,168,168,168
83,1,WÚHzãtz9xaHkIúw,124,124,124,124,168,168,168,168
115,2,and BaQ60B BaQ60B,124,248,248,248,168,337,337,337
102,2,and aZRZGcxéf0kÕbBÉbéWUXgN Aû1ÉÕuáãEbrkYUÂMêKZ7IGqáeUÛ,124,248,248,248,168,337,337,337
113,2,and A4qZâCvZV8çGe4G A4qZâCvZV8çGe4G,124,248,248,248,168,337,337,337
135,2,and qEKmwwZ5WApLÇBûBr ÃcaQVzq0SMmsA2oREtIMbuLÁ9no5rc,124,248,248,248,168,337,337,337
136,2,and RiÃBv RiÃBv,124,248,248,248,168,337,337,337
117,2,and E5Q0igi8QhuÊÛhseQkt5QkrÕV vam1RSMÂHyLP3ssVEE6o,124,248,248,248,168,337,337,337
124,2,and xe3cbAvA3êD_AGM8VêiN xe3cbAvA3êD_AGM8VêiN,124,248,248,248,168,337,337,337
123,2,and paÊMFÕárJJQCFÚSWvOktFuRP jBePÂs,124,248,248,248,168,337,337,337
128,2,and ÉglKréimySx9bmsMCJ_W ÉglKréimySx9bmsMCJ_W,124,248,248,248,168,337,337,337
148,2,and 3ÉtCd3_lYd1P a8xR7TlQyKIf5FcGuV1gFÉaQ5,124,248,248,248,168,337,337,337
129,2,and d9ÃÕq_W4Z8átÁ_Fãm_Õ d9ÃÕq_W4Z8átÁ_Fãm_Õ,124,248,248,248,168,337,337,337
116,2,and ãH3Hm2KKê CjfWÃÃÃEpLH7n6r,124,248,248,248,168,337,337,337
127,2,and RÛBVjAãÂÁfTkEjmâ39V67XxV0çâ sâQáAnêvQ6DXzs7yÇMAEZG7q,124,248,248,248,168,337,337,337
133,2,and HLKYZmÛ_K4 HLKYZmÛ_K4,124,248,248,248,168,337,337,337
145,2,and âwâBEJuy0nXJlõRXhxéXAT D2Âiu8gN,124,248,248,248,168,337,337,337
144,2,and Px_7ÚZuÂVMJiOãoQ 8PpÇ4Ê1uao_Y,124,248,248,248,168,337,337,337
132,2,and UtNN9ypnPKÃh6ûeAÁeH6R87fûExznc UtNN9ypnPKÃh6ûeAÁeH6R87fûExznc,124,248,248,248,168,337,337,337
107,2,and QevDE7pdrSAQÕÇBQL WDCzgr6ÛNoÊFÊÃÇLMK,124,248,248,248,168,337,337,337
100,2,and qFjSújLUé1ayLÛ qFjSújLUé1ayLÛ,124,248,248,248,168,337,337,337
112,2,and Ç9ã5LÕBã0ÊÇEÂ Ûw1z8LShQXáy,124,248,248,248,168,337,337,337
121,2,and É5táÛM44rULEÃ É5táÛM44rULEÃ,124,248,248,248,168,337,337,337
130,2,and VRm5xWrVELê4rJmykG4Hmqá VRm5xWrVELê4rJmykG4Hmqá,124,248,248,248,168,337,337,337
138,2,and yú8úTZdboYu7hVBÉt zÂv7kã_lõBpkpáx7Sõ1_dcvVãB4u,124,248,248,248,168,337,337,337
147,2,and ÊYGSÛymw WOûUoiU,124,248,248,248,168,337,337,337
106,2,and 35q4Hy06vjuL1J52z2aGÁN 35q4Hy06vjuL1J52z2aGÁN,124,248,248,248,168,337,337,337
137,2,and 7xkÉtcáXlãbwej7fá4n2iÕâiJÛá uw_GEtã9,124,248,248,248,168,337,337,337
111,2,and kÛjFÁK6_âêûÚgá rû_éUqâ6k,124,248,248,248,168,337,337,337
119,2,and 1XyESuDBmaST_ÉQmGS 1XyESuDBmaST_ÉQmGS,124,248,248,248,168,337,337,337
122,2,and 12ODéBçjXP04PPHlÊeu UÉÂçÉbFAÁR,124,248,248,248,168,337,337,337
141,2,and UZê9Ão9k7MÉn NVLLW2éR2klÚeg_iuL6n3bFZ5f,124,248,248,248,168,337,337,337
149,2,and fvÚ5_ fvÚ5_,124,248,248,248,168,337,337,337
142,2,and 7ÇWpAtuÊ 32IBnÛtugéjõvYõXÕOjévê,124,248,248,248,168,337,337,337
125,2,and hPûfTÛáÛ hPûfTÛáÛ,124,248,248,248,168,337,337,337
101,2,and ÚWRÕxROçÂÇQMi7b7M ÚWRÕxROçÂÇQMi7b7M,124,248,248,248,168,337,337,337
143,2,and çxT3bçOõwwêt2T çxT3bçOõwwêt2T,124,248,248,248,168,337,337,337
114,2,and ZRLw0n0V JDÇfbQãYw7Ú6y,124,248,248,248,168,337,337,337
104,2,and IAIaÕV3zÂJRkÃM5éPHsMnMAeW QÁLÃIlgaOT,124,248,248,248,168,337,337,337
118,2,and ugõ5ãfT4PYlH YJirâfEyGTÚE7qWbG8cDPnUçb273M,124,248,248,248,168,337,337,337
105,2,and bQn0_k7qÊRÃÂqEK9cÊÛf7D4Ç ãÉúxãZatF,124,248,248,248,168,337,337,337
131,2,and 6DqÇKeTy9â 6DqÇKeTy9â,124,248,248,248,168,337,337,337
140,2,and aõMMOVK8Êûy3KSKlûV6eÚÕfPgÉé aõMMOVK8Êûy3KSKlûV6eÚÕfPgÉé,124,248,248,248,168,337,337,337
146,2,and ibãRy1v5XcM8cçOÃEêKdá2ÁEÉM Qâ2Ê0_2UáC8ÕapsVt9WEEoÃ,124,248,248,248,168,337,337,337
109,2,and ÉÛ7QFê29nNWÇÊ15ÊÁÛ0âENé1 ÉÛ7QFê29nNWÇÊ15ÊÁÛ0âENé1,124,248,248,248,168,337,337,337
108,2,and áOUcSçuplÁ5EÂOÂÉxy6fzÕAEÛGh AAÛNPnÃQlBsXdJXiv,124,248,248,248,168,337,337,337
139,2,and xp_gAGÃr xp_gAGÃr,124,248,248,248,168,337,337,337
110,2,and 31AqúVWHÚú8ThhmOÂâÕNUOdNbBh4çW XsYgXedcQEÛHú5FsûcHBLjqS6As,124,248,248,248,168,337,337,337
126,2,and êRNQsuIõ3a5bQohTJZSHp êRNQsuIõ3a5bQohTJZSHp,124,248,248,248,168,337,337,337
120,2,and 8tc1êÇCá01FT_ãsÃk Q26RxhUYFkÂúUbûpXLdõ0cE2Z,124,248,248,248,168,337,337,337
134,2,and MÇûrtõêFFjTéÚ7N9NL7ryDéIJÇÁh MÇûrtõêFFjTéÚ7N9NL7ryDéIJÇÁh,124,248,248,248,168,337,337,337
103,2,and z0ÃBúqsEhXõÇwM z0ÃBúqsEhXõÇwM,124,248,248,248,168,337,337,337
164,2,and éni8kx9âÊWáHZVwP_g U9nÚE7ÊxÉBku4ãQIpW,124,248,248,248,168,337,337,337
161,2,and ÕqçD_LfvpÛp ÕqçD_LfvpÛp,124,248,248,248,168,337,337,337
183,2,and 89QÂmAõWz5HqRydbÛ_dtYBÊ_rZéeC 89QÂmAõWz5HqRydbÛ_dtYBÊ_rZéeC,124,248,248,248,168,337,337,337
166,2,and Zz5vZY5âptffj0q Zz5vZY5âptffj0q,124,248,248,248,168,337,337,337
197,2,and qzX6geá qzX6geá,124,248,248,248,168,337,337,337
159,2,and l3HtIKsC1BÚÊB2W04y82H0ãrCv l3HtIKsC1BÚÊB2W04y82H0ãrCv,124,248,248,248,168,337,337,337
157,2,and SXuEjM rBbrQÁBÕãNeÇÇLNrRúZOq,124,248,248,248,168,337,337,337
177,2,and AúYryaa6zccéãjjzeDd0E iQogûjAsbTCÃPcHZQOB,124,248,248,248,168,337,337,337
198,2,and ÃLEdÚû4Q5Â ÃLEdÚû4Q5Â,124,248,248,248,168,337,337,337
184,2,and wkkRQ4zÉDVúÚuXõ3FAÂr34oÉE7 wkkRQ4zÉDVúÚuXõ3FAÂr34oÉE7,124,248,248,248,168,337,337,337
186,2,and â5ÃXÉVfuqYzÇXÉâs_ 9ÇDGKÁxRêYõQaÕÊo,124,248,248,248,168,337,337,337
160,2,and lHtvzPQ3p8IÁá êGGQvpuLisBROI9z_dOÂ_,124,248,248,248,168,337,337,337
153,2,and GçéêHloaâiSowX GçéêHloaâiSowX,124,248,248,248,168,337,337,337
152,2,and ytWr5H20ÇYMçmtPI3ã1âCSJPbÉUeY3 ytWr5H20ÇYMçmtPI3ã1âCSJPbÉUeY3,124,248,248,248,168,337,337,337
158,2,and û31NúõaZezÂysbs NiJ5BéÃÛuõV9YcA,124,248,248,248,168,337,337,337
181,2,and eVTSiyãBK7e0GûnéFHçrÉNEMûõ eVTSiyãBK7e0GûnéFHçrÉNEMûõ,124,248,248,248,168,337,337,337
189,2,and õ3OnCx5QG õ3OnCx5QG,124,248,248,248,168,337,337,337
174,2,and KûrÛtvACtnnkOr6Ê7 KûrÛtvACtnnkOr6Ê7,124,248,248,248,168,337,337,337
173,2,and Dúiy1EiV7fmv_hGGq Dúiy1EiV7fmv_hGGq,124,248,248,248,168,337,337,337
179,2,and o8Iû0ÊtnoHN07çáW39EÃc4 o8Iû0ÊtnoHN07çáW39EÃc4,124,248,248,248,168,337,337,337
187,2,and Ééhw7EKZf0HO ÊpgbVãõÕfy,124,248,248,248,168,337,337,337
163,2,and 2NÉ8ruxçê__CEr 2NÉ8ruxçê__CEr,124,248,248,248,168,337,337,337
193,2,and iB8bÇOH_ÕRWXaKj2ú2v2aJvoNêUÊ úOHÁACSúú3eõÛs8V,124,248,248,248,168,337,337,337
175,2,and ÃdCpQêFD04D õpLvõMãNe1Wç3nF,124,248,248,248,168,337,337,337
185,2,and çzG4jV5t7UbÊ_1bcr ÃRgéLf6eOâLoF,124,248,248,248,168,337,337,337
151,2,and ZpWÛ2ÚWgXcçwAZÛpFbvÁ0GZvdç4ÁXW ZpWÛ2ÚWgXcçwAZÛpFbvÁ0GZvdç4ÁXW,124,248,248,248,168,337,337,337
172,2,and U9jRÛ2Yg2Q44iTHUy U9jRÛ2Yg2Q44iTHUy,124,248,248,248,168,337,337,337
170,2,and RVBb7Ae341sÃç RVBb7Ae341sÃç,124,248,248,248,168,337,337,337
165,2,and XbPOepT xêhÚat7õNÉûXa3Ok5ÇvXLPcTv5Éku,124,248,248,248,168,337,337,337
176,2,and Q9BÕuu2aBTÇaÇG8dXaNn2ãáçnx va4mOQãkCqD,124,248,248,248,168,337,337,337
190,2,and UúoXG6prJâyyÁgCçENáN0CJOr2aÊW éNÉSAxâZhkÚhurãÁãûcVÛJyÛ,124,248,248,248,168,337,337,337
168,2,and b5ÃAI4fBi6ÂÊAãomIÚV b5ÃAI4fBi6ÂÊAãomIÚV,124,248,248,248,168,337,337,337
188,2,and e8vO0kFG7R9qSõ 1o3hêpI7,124,248,248,248,168,337,337,337
154,2,and êVvOckw_ KLHûYlYáÂ1diQbTE1DÂgÁLW,124,248,248,248,168,337,337,337
169,2,and Vp1YPcQ yOiCjYodoõHÕgLÇNGÇ0UÉáÇZÚ,124,248,248,248,168,337,337,337
182,2,and õAõDWaejÛbwBB8úÛWÊzÁ õAõDWaejÛbwBB8úÛWÊzÁ,124,248,248,248,168,337,337,337
150,2,and PRMsaamMZf4 PRMsaamMZf4,124,248,248,248,168,337,337,337
162,2,and câpX64IMiPTgyLtF câpX64IMiPTgyLtF,124,248,248,248,168,337,337,337
156,2,and 9SH8JÁNvHpZFXXLKCÚqun_êF 9SH8JÁNvHpZFXXLKCÚqun_êF,124,248,248,248,168,337,337,337
178,2,and IMajááDÊfBÂrLÉÇQ IMajááDÊfBÂrLÉÇQ,124,248,248,248,168,337,337,337
199,2,and fuu0S3ÇIJm É_zWWjSkÉáZÃÁÕR6yhÛãOF9ÂkuzK,124,248,248,248,168,337,337,337
196,2,and vmgâ6Ûûúwpz JpÊQynWS5D2nWxoûcb,124,248,248,248,168,337,337,337
192,2,and ID83ae39gy1çTIjnc_Iú6lYâÊÁMcRw ID83ae39gy1çTIjnc_Iú6lYâÊÁMcRw,124,248,248,248,168,337,337,337
167,2,and jsBáGpûHdQGÕ6l jsBáGpûHdQGÕ6l,124,248,248,248,168,337,337,337
155,2,and QÃÕõt_SWLAnyûûCÚiÂpaÉû2fpIft QÃÕõt_SWLAnyûûCÚiÂpaÉû2fpIft,124,248,248,248,168,337,337,337
195,2,and Z_Feb7õ4yx1Âh LrYiCw7kdq,124,248,248,248,168,337,337,337
194,2,and mIhçêzZB uÚK2AbyÊõÕc1ç,124,248,248,248,168,337,337,337
191,2,and HFséQrCJXçndqûzR ÚlKklDP,124,248,248,248,168,337,337,337
180,2,and gSÇC0jrbEÁÉcFgbãÇ_ûbUFQBÊfeZsR gSÇC0jrbEÁÉcFgbãÇ_ûbUFQBÊfeZsR,124,248,248,248,168,337,337,337
171,2,and ZaiRÛÊ_úchkP7IÁMêaTapNÚêyJ ZaiRÛÊ_úchkP7IÁMêaTapNÚêyJ,124,248,248,248,168,337,337,337
242,3,and and MáÃXéqÕ_ÃFvY MáÃXéqÕ_ÃFvY JCXÚbÊdraÁKfpûj9eCâÂpuKUvS_,124,372,372,372,168,506,506,506
233,3,and T3SRâtâ6áÛU7 and T3SRâtâ6áÛU7 T3SRâtâ6áÛU7,124,372,372,372,168,506,506,506
236,3,and _Hp5ÉêeÁ2ySgVN1Z and lkH1ãKvHÃûZUvÇNrD2KÕFãnZÂÂcç _Hp5ÉêeÁ2ySgVN1Z,124,372,372,372,168,506,506,506
210,3,and and Ú4RugP3DÃVHzênéõlõy7XúLsnÕ 1ãwdGBÉÊ5V0 1ãwdGBÉÊ5V0,124,372,372,372,168,506,506,506
238,3,and and OAihkJ2xtÚLYZÇGoMMWts údÚ6Et qáwvâ0wX,124,372,372,372,168,506,506,506
204,3,and UPiVCDUÕÇtKfffZY_I and uFH5LgXHwN6rZDeSWáûÚLMã4IB UPiVCDUÕÇtKfffZY_I,124,372,372,372,168,506,506,506
239,3,and and âÊÉHiÂNõiCLwcÕqI8Ás8Lo5jcG ãuHMqF9k âÊÉHiÂNõiCLwcÕqI8Ás8Lo5jcG,124,372,372,372,168,506,506,506
249,3,and aÂUMmÕçLaDwxPÇj_XQ2 and aÂUMmÕçLaDwxPÇj_XQ2 4ÛcxaXêX99uÚÂKnmmOêTSByÛG83D,124,372,372,372,168,506,506,506
224,3,and and VçA4spãÇÉUâvrK8vãYbEv VçA4spãÇÉUâvrK8vãYbEv aBt4F9r0mxxyjêHÕ__,124,372,372,372,168,506,506,506
243,3,and P9WXpK_VISÚb8ydáã8ÕÁ8 and EcêOMP4dCêqiJ0f5x3w5vÁçB sM0uSgkââE,124,372,372,372,168,506,506,506
246,3,and and d6cCNá b5Iç0OqSê9ZEcjáwõn vÂDÛdÇ9ém1ûulY3ÉXnú1Yê9lvp2,124,372,372,372,168,506,506,506
211,3,and and KYVv2Nû0pSt 4ÃEéxkymáaâd 4ÃEéxkymáaâd,124,372,372,372,168,506,506,506
225,3,and and 3A7eaÚézPgJÂ2M 3A7eaÚézPgJÂ2M 3A7eaÚézPgJÂ2M,124,372,372,372,168,506,506,506
244,3,and 0ÇO07çá0xÛlm and EePUpYHDÊPFÃTûcõ_zVIéBSû EePUpYHDÊPFÃTûcõ_zVIéBSû,124,372,372,372,168,506,506,506
234,3,and and GÃUViéDyn_hHqáÁû GÃUViéDyn_hHqáÁû GÃUViéDyn_hHqáÁû,124,372,372,372,168,506,506,506
205,3,and and ConúBMÉe6Yõ WFHxjû5ãQyçOâ5 ConúBMÉe6Yõ,124,372,372,372,168,506,506,506
209,3,and zODhxKêÂ and HN1Cég39ssAvâ_qFQsÛf8X7cO zODhxKêÂ,124,372,372,372,168,506,506,506
212,3,and and ÚçÉEpIÕByÛGWrUúâ Ã5vZWpk ÚçÉEpIÕByÛGWrUúâ,124,372,372,372,168,506,506,506
220,3,and and EGvHÛbLêUÊOûx1BA CVIf6OGdSÇXkRÃ1NbvsÇã EGvHÛbLêUÊOûx1BA,124,372,372,372,168,506,506,506
232,3,and kTVn8BMNMçgAHiZmiÕBSIÊ0 and HbÃ8w1CF kTVn8BMNMçgAHiZmiÕBSIÊ0,124,372,372,372,168,506,506,506
202,3,and aÁûBptÁBáçwv5m9 and aÁûBptÁBáçwv5m9 WfB7iAsejÛa1L320âiIjjCeM3o,124,372,372,372,168,506,506,506
229,3,and and dmw9oDQ dmw9oDQ FTûbãdaaQbZÇÁdDkrÂZú6NÁâ,124,372,372,372,168,506,506,506
219,3,and and ElNbérâmLÊUjRgQúECu1IêD0RmO PûuH_s páEOúmÉlPÊxgHIh3QPOII,124,372,372,372,168,506,506,506
245,3,and and AãÛmotg AãÛmotg AãÛmotg,124,372,372,372,168,506,506,506
207,3,and 8x7ÃQ5 and 8x7ÃQ5 tXME_õBÕtyAÛ8UuIÇ2WFé5Õf2V,124,372,372,372,168,506,506,506
222,3,and çêlã0ác6É6 and çêlã0ác6É6 0âf0Y_V0,124,372,372,372,168,506,506,506
200,3,and ÛçÂ7pKX9êUutXÁrvJÉ4yâêjxT77YÚ and ÃJqm706Y ÃJqm706Y,124,372,372,372,168,506,506,506
237,3,and Ié6RkêhDHb1lÃQCCh1g_JqT3_9tfÕÚ and oiêePKéOÂJofçpâl10Êkeo3êâ Ié6RkêhDHb1lÃQCCh1g_JqT3_9tfÕÚ,124,372,372,372,168,506,506,506
221,3,and LêD58yfg0ÂêndXZ and GÛRûFHNb4TÉmãÁ GVZiS,124,372,372,372,168,506,506,506
206,3,and RVJÃ0wtÇDãgÉáGn and RVJÃ0wtÇDãgÉáGn YõÊlYLop7ecTõW3há,124,372,372,372,168,506,506,506
228,3,and and ÂÚajÕdoWZÛ2jO_wOÊyVúQXp145Êtú PXiW3HHMTwU ÂÚajÕdoWZÛ2jO_wOÊyVúQXp145Êtú,124,372,372,372,168,506,506,506
235,3,and uJuQÊ0Qá9Q7WV8âÂkP56GSVtpçpÇ_m and AcâÊ4 AcâÊ4,124,372,372,372,168,506,506,506
230,3,and and éYXVTuopJ 1ZaÃ36UêKgqÛKlWÃ5GdJçm5CT 1ZaÃ36UêKgqÛKlWÃ5GdJçm5CT,124,372,372,372,168,506,506,506
216,3,and and bKXOza bKXOza FvNrãUAnMTBGÂPzO7nsê,124,372,372,372,168,506,506,506
214,3,and wgÂfmpÚYbrynhK42úa2q and aÃXUÉlatADbkQÂ7jáy1Ãfrrã5t8j wgÂfmpÚYbrynhK42úa2q,124,372,372,372,168,506,506,506
231,3,and and pt_RâúgRzVTMÛúÊVdIC5P9ãJLhPn_é pt_RâúgRzVTMÛúÊVdIC5P9ãJLhPn_é pt_RâúgRzVTMÛúÊVdIC5P9ãJLhPn_é,124,372,372,372,168,506,506,506
203,3,and and gméf080ÊÇ01J2gIJfdT_ gméf080ÊÇ01J2gIJfdT_ oÃVdzhiK,124,372,372,372,168,506,506,506
201,3,and fÚJçpL58ÛhzÂSãFúGXB0fÇzõq and PLjInMniWaRz 2É6O_q8TYI63o,124,372,372,372,168,506,506,506
223,3,and and WûidcAç0wcÉAIP9t0Li6õC ZãâÕ4i7NAtrQgRx WûidcAç0wcÉAIP9t0Li6õC,124,372,372,372,168,506,506,506
241,3,and EÃjyÉXEKqSyQi_JxSâmõ and 67gAçgêXúê5YX03bdoÚ EÃjyÉXEKqSyQi_JxSâmõ,124,372,372,372,168,506,506,506
227,3,and and 7FÊLnQwÊwnItmNûM 7FÊLnQwÊwnItmNûM pGLÁRhÚãwêC,124,372,372,372,168,506,506,506
247,3,and áêQnÇ7ê and DlcÁûIjjvytCãMúXP áêQnÇ7ê,124,372,372,372,168,506,506,506
248,3,and áHvÉDáÃ and áHvÉDáÃ áHvÉDáÃ,124,372,372,372,168,506,506,506
240,3,and GKKWei5çZRHOç and GKKWei5çZRHOç UÃpuaÃvL02ÊbMgJÊl4P5Z5f,124,372,372,372,168,506,506,506
218,3,and and zS1ÉO zS1ÉO zS1ÉO,124,372,372,372,168,506,506,506
226,3,and eIbõâ and ÛWérOkIUQlB3XÂxkYq4ÃRAéUnhÕOáú eIbõâ,124,372,372,372,168,506,506,506
208,3,and and M1EMrÂHNUg1 M1EMrÂHNUg1 Úgé64uWMãõ7y3RsdGoB4éj,124,372,372,372,168,506,506,506
213,3,and and Ep_7Éa5a Gs3rosZ R7ÇGÕWEnl5vwAkPáMn,124,372,372,372,168,506,506,506
